Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Region,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price,Discount_Percent,Sales,Cost,Profit,Payment_Mode,Delivery_Type,Delivery_Time_Minutes,Rating
ORD00423,2024-08-05,CUST0372,Customer 256,New Delhi,Delhi,North,P385,Biscuits,Snacks,Parle,6,116.13,15,592.26,347.56,244.7,Cash,Standard,32,4
ORD00424,2024-11-17,CUST0483,Customer 69,Ahmedabad,Gujarat,West,P130,Paneer,Dairy,Nestle,2,78.65,15,133.71,93.49,40.22,Cash,Express,14,4
ORD00425,2024-02-09,CUST0339,Customer 385,New Delhi,Delhi,North,P632,Shampoo,Household,HUL,3,165.32,20,396.77,229.69,167.08,Card,Express,28,5
ORD00426,2024-03-01,CUST0197,Customer 231,Ahmedabad,Gujarat,West,P422,Shampoo,Household,Tata,1,477.24,0,477.24,404.32,72.92,Card,Standard,12,3
ORD00427,2024-02-26,CUST0292,Customer 346,Hyderabad,Telangana,South,P602,Soft Drink,Beverages,HUL,3,169.98,15,433.45,301.78,131.67,Card,Express,42,3
ORD00428,2024-01-15,CUST0303,Customer 24,Ahmedabad,Gujarat,West,P231,Toothpaste,Household,Blinkit Fresh,6,387.91,10,2094.71,1353.49,741.22,Card,Express,58,5
ORD00429,2024-05-06,CUST0121,Customer 332,Bhubaneswar,Odisha,East,P419,Juice,Beverages,Nestle,6,217.73,0,1306.38,977.66,328.72,Cash,Express,29,3
ORD00430,2024-08-03,CUST0137,Customer 11,Kolkata,West Bengal,East,P812,Shampoo,Household,HUL,1,241.24,15,205.05,147.72,57.33,Cash,Express,30,4
ORD00431,2024-12-07,CUST0174,Customer 86,Ahmedabad,Gujarat,West,P729,Tea,Beverages,Parle,4,181.26,20,580.03,460.22,119.81,Card,Standard,22,4
ORD00432,2024-11-15,CUST0381,Customer 491,New Delhi,Delhi,North,P194,Chips,Snacks,Nestle,5,498.19,15,2117.31,1675.6,441.71,Cash,Standard,27,3
ORD00433,2024-10-03,CUST0161,Customer 103,Ahmedabad,Gujarat,West,P524,Chips,Snacks,Tata,5,262.23,10,1180.04,802.28,377.76,Card,Standard,52,5
ORD00434,2024-11-22,CUST0273,Customer 415,Bengaluru,Karnataka,South,P729,Toothpaste,Household,Tata,4,337.19,15,1146.45,722.7,423.75,Cash,Express,43,3
ORD00435,2024-02-02,CUST0325,Customer 105,Bhubaneswar,Odisha,East,P966,Curd,Dairy,Tata,5,425.18,15,1807.02,1166.6,640.42,Card,Standard,51,3
ORD00436,2024-06-07,CUST0238,Customer 249,Kolkata,West Bengal,East,P673,Milk,Dairy,Tata,3,112.12,5,319.54,252.15,67.39,Card,Express,22,3
ORD00437,2024-09-05,CUST0401,Customer 11,Kolkata,West Bengal,East,P156,Namkeen,Snacks,Nestle,3,329.26,0,987.78,828.88,158.9,Card,Standard,14,4
ORD00438,2024-09-24,CUST0341,Customer 425,Kolkata,West Bengal,East,P694,Curd,Dairy,Parle,2,294.07,20,470.51,390.47,80.04,Card,Express,25,5
ORD00439,2024-03-30,CUST0110,Customer 497,Ludhiana,Punjab,North,P381,Toothpaste,Household,HUL,4,469.04,5,1782.35,1057.44,724.91,Card,Standard,47,3
ORD00440,2024-03-15,CUST0186,Customer 244,Ahmedabad,Gujarat,West,P832,Popcorn,Snacks,Blinkit Fresh,7,247.93,5,1648.73,1383.28,265.45,Card,Express,51,5
ORD00441,2024-12-16,CUST0063,Customer 274,New Delhi,Delhi,North,P987,Popcorn,Snacks,Britannia,7,168.45,10,1061.23,871.21,190.02,Card,Standard,10,4
ORD00442,2024-11-19,CUST0163,Customer 451,Bhubaneswar,Odisha,East,P931,Butter,Dairy,Tata,4,432.52,5,1643.58,1355.57,288.01,UPI,Standard,15,4
ORD00443,2024-08-03,CUST0309,Customer 374,Ahmedabad,Gujarat,West,P932,Tea,Beverages,Blinkit Fresh,3,355.27,20,852.65,485.93,366.72,Card,Express,58,3
ORD00444,2024-02-26,CUST0081,Customer 128,Hyderabad,Telangana,South,P628,Potato,Fruits & Vegetables,ITC,4,321.58,10,1157.69,836.71,320.98,Cash,Standard,60,4
ORD00445,2024-07-07,CUST0094,Customer 202,Ahmedabad,Gujarat,West,P997,Biscuits,Snacks,Tata,6,403.77,5,2301.49,1324.09,977.4,Cash,Express,11,3
ORD00446,2024-05-13,CUST0077,Customer 46,Bengaluru,Karnataka,South,P476,Butter,Dairy,ITC,3,43.9,20,105.36,71.5,33.86,Cash,Express,10,5
ORD00447,2024-09-10,CUST0196,Customer 67,Ahmedabad,Gujarat,West,P541,Apple,Fruits & Vegetables,Britannia,4,111.46,10,401.26,255.36,145.9,Cash,Express,28,5
ORD00448,2024-08-18,CUST0465,Customer 128,Hyderabad,Telangana,South,P478,Coffee,Beverages,HUL,1,159.29,10,143.36,88.98,54.38,UPI,Express,40,3
ORD00449,2024-06-19,CUST0477,Customer 121,Bhubaneswar,Odisha,East,P582,Soft Drink,Beverages,Blinkit Fresh,5,55.07,20,220.28,125.04,95.24,Cash,Express,10,4
ORD00450,2024-09-09,CUST0477,Customer 174,Ahmedabad,Gujarat,West,P998,Biscuits,Snacks,HUL,1,298.63,10,268.77,161.52,107.25,UPI,Express,30,5
ORD00451,2024-05-23,CUST0383,Customer 185,Mumbai,Maharashtra,West,P540,Tomato,Fruits & Vegetables,Parle,1,489.69,15,416.24,337.78,78.46,Card,Standard,43,4
ORD00452,2024-04-03,CUST0019,Customer 241,Mumbai,Maharashtra,West,P366,Coffee,Beverages,ITC,8,45.55,5,346.18,196.07,150.11,Cash,Standard,37,3
ORD00453,2024-03-16,CUST0064,Customer 179,Mumbai,Maharashtra,West,P195,Popcorn,Snacks,Britannia,8,239.72,0,1917.76,1541.4,376.36,Card,Express,20,5
ORD00454,2024-09-12,CUST0347,Customer 49,Kolkata,West Bengal,East,P436,Cleaner,Household,Amul,3,219.88,0,659.64,411.51,248.13,Card,Express,35,4
ORD00455,2024-05-17,CUST0305,Customer 337,Ludhiana,Punjab,North,P105,Banana,Fruits & Vegetables,Blinkit Fresh,8,418.74,15,2847.43,1953.95,893.48,UPI,Standard,30,5
ORD00456,2024-07-14,CUST0048,Customer 205,Bengaluru,Karnataka,South,P361,Namkeen,Snacks,ITC,1,377.02,20,301.62,252.02,49.6,UPI,Standard,15,3
ORD00457,2024-06-07,CUST0463,Customer 351,Bengaluru,Karnataka,South,P717,Juice,Beverages,ITC,3,77.89,15,198.62,156.98,41.64,Card,Express,33,5
ORD00458,2024-08-04,CUST0416,Customer 189,Hyderabad,Telangana,South,P728,Soft Drink,Beverages,ITC,5,290.27,15,1233.65,711.9,521.75,Card,Standard,15,3
ORD00459,2024-09-01,CUST0154,Customer 77,Bhubaneswar,Odisha,East,P230,Paneer,Dairy,Parle,2,159.54,15,271.22,155.61,115.61,UPI,Standard,28,5
ORD00460,2024-10-18,CUST0417,Customer 130,New Delhi,Delhi,North,P463,Detergent,Household,Parle,7,218.25,15,1298.59,971.68,326.91,Cash,Express,59,5
ORD00461,2024-06-01,CUST0161,Customer 301,New Delhi,Delhi,North,P841,Curd,Dairy,HUL,7,41.72,15,248.23,201.82,46.41,Cash,Standard,49,4
ORD00462,2024-01-10,CUST0003,Customer 203,Kolkata,West Bengal,East,P219,Milk,Dairy,Amul,5,438.38,0,2191.9,1490.8,701.1,UPI,Standard,39,5
ORD00463,2024-02-14,CUST0065,Customer 70,Ahmedabad,Gujarat,West,P114,Cleaner,Household,Britannia,6,351.52,15,1792.75,1418.77,373.98,UPI,Express,54,3
ORD00464,2024-06-03,CUST0395,Customer 238,New Delhi,Delhi,North,P251,Curd,Dairy,HUL,7,424.2,20,2375.52,1442.59,932.93,Card,Express,17,3
ORD00465,2024-07-19,CUST0027,Customer 171,Hyderabad,Telangana,South,P108,Tea,Beverages,Nestle,8,300.91,5,2286.92,1460.08,826.84,Cash,Standard,36,4
ORD00466,2024-08-04,CUST0296,Customer 162,Kolkata,West Bengal,East,P666,Soft Drink,Beverages,Nestle,8,131.31,0,1050.48,744.26,306.22,Card,Standard,40,3
ORD00467,2024-08-12,CUST0119,Customer 260,Ahmedabad,Gujarat,West,P324,Tea,Beverages,Blinkit Fresh,3,158.25,5,451.01,311.55,139.46,Cash,Standard,18,4
ORD00468,2024-03-07,CUST0089,Customer 103,Ahmedabad,Gujarat,West,P260,Coffee,Beverages,HUL,4,155.58,0,622.32,466.81,155.51,UPI,Standard,41,4
ORD00469,2024-09-14,CUST0017,Customer 414,Bengaluru,Karnataka,South,P165,Tomato,Fruits & Vegetables,Blinkit Fresh,5,191.38,5,909.05,547.62,361.43,Card,Express,49,3
ORD00470,2024-03-18,CUST0437,Customer 354,New Delhi,Delhi,North,P994,Namkeen,Snacks,Nestle,6,389.3,20,1868.64,1177.71,690.93,Cash,Express,38,4
ORD00471,2024-07-04,CUST0081,Customer 373,New Delhi,Delhi,North,P399,Detergent,Household,HUL,2,100.18,0,200.36,162.54,37.82,Cash,Standard,56,3
ORD00472,2024-01-04,CUST0126,Customer 428,Hyderabad,Telangana,South,P928,Milk,Dairy,HUL,4,230.77,15,784.62,612.6,172.02,Card,Standard,42,3
ORD00473,2024-04-26,CUST0071,Customer 411,Ludhiana,Punjab,North,P539,Juice,Beverages,Tata,4,92.77,20,296.86,200.83,96.03,Card,Standard,43,5
ORD00474,2024-03-25,CUST0223,Customer 32,Kolkata,West Bengal,East,P502,Milk,Dairy,Amul,2,60.69,10,109.24,73.24,36.0,Cash,Express,46,3
ORD00475,2024-09-27,CUST0313,Customer 472,Bhubaneswar,Odisha,East,P250,Shampoo,Household,Tata,6,456.43,0,2738.58,2185.66,552.92,Card,Express,44,5
ORD00476,2024-03-05,CUST0267,Customer 277,Ahmedabad,Gujarat,West,P390,Butter,Dairy,Britannia,2,37.75,10,67.95,45.32,22.63,UPI,Standard,43,4
ORD00477,2024-09-15,CUST0057,Customer 375,Bengaluru,Karnataka,South,P161,Cleaner,Household,Blinkit Fresh,5,135.84,10,611.28,469.43,141.85,Card,Standard,17,3
ORD00478,2024-10-24,CUST0290,Customer 366,Ludhiana,Punjab,North,P742,Detergent,Household,Britannia,8,182.71,5,1388.6,1099.24,289.36,Card,Standard,28,5
ORD00479,2024-03-16,CUST0365,Customer 218,Hyderabad,Telangana,South,P948,Tomato,Fruits & Vegetables,Tata,4,414.96,10,1493.86,1025.23,468.63,UPI,Express,13,4
ORD00480,2024-09-22,CUST0399,Customer 203,Hyderabad,Telangana,South,P992,Tea,Beverages,Parle,6,344.87,15,1758.84,1277.75,481.09,Cash,Standard,50,4
ORD00481,2024-12-26,CUST0263,Customer 442,Ahmedabad,Gujarat,West,P641,Curd,Dairy,Nestle,3,252.69,15,644.36,379.41,264.95,Cash,Express,39,4
ORD00482,2024-01-21,CUST0268,Customer 79,New Delhi,Delhi,North,P220,Onion,Fruits & Vegetables,Blinkit Fresh,7,72.96,10,459.65,331.65,128.0,Card,Standard,29,4
ORD00483,2024-04-20,CUST0094,Customer 420,Mumbai,Maharashtra,West,P857,Cheese,Dairy,HUL,7,43.35,10,273.11,223.05,50.06,UPI,Express,45,4
ORD00484,2024-08-31,CUST0428,Customer 369,New Delhi,Delhi,North,P953,Energy Drink,Beverages,ITC,5,291.57,10,1312.07,1029.19,282.88,UPI,Standard,58,4
ORD00485,2024-01-24,CUST0491,Customer 344,Mumbai,Maharashtra,West,P553,Onion,Fruits & Vegetables,Parle,7,205.87,15,1224.93,798.29,426.64,Cash,Express,20,5
ORD00486,2024-01-28,CUST0491,Customer 292,Ludhiana,Punjab,North,P634,Detergent,Household,Britannia,4,478.48,20,1531.14,1107.1,424.04,Card,Express,17,5
ORD00487,2024-07-24,CUST0302,Customer 24,Bengaluru,Karnataka,South,P603,Curd,Dairy,Amul,8,60.63,20,388.03,284.06,103.97,Card,Standard,21,4
ORD00488,2024-03-14,CUST0094,Customer 131,Ludhiana,Punjab,North,P886,Chips,Snacks,Nestle,2,490.3,20,784.48,471.04,313.44,UPI,Standard,36,5
ORD00489,2024-07-30,CUST0458,Customer 166,Bengaluru,Karnataka,South,P364,Milk,Dairy,Tata,1,163.05,0,163.05,105.33,57.72,UPI,Express,22,3
ORD00490,2024-09-04,CUST0015,Customer 209,Hyderabad,Telangana,South,P748,Tomato,Fruits & Vegetables,Britannia,1,172.8,20,138.24,92.91,45.33,UPI,Standard,45,5
ORD00491,2024-03-13,CUST0192,Customer 277,New Delhi,Delhi,North,P272,Popcorn,Snacks,Britannia,7,234.07,20,1310.79,800.94,509.85,Cash,Standard,45,4
ORD00492,2024-05-08,CUST0430,Customer 349,New Delhi,Delhi,North,P489,Shampoo,Household,Blinkit Fresh,3,20.26,15,51.66,32.65,19.01,Cash,Express,47,5
ORD00493,2024-03-12,CUST0372,Customer 285,Kolkata,West Bengal,East,P386,Cleaner,Household,Tata,2,164.31,15,279.33,212.16,67.17,UPI,Standard,53,4
ORD00494,2024-12-20,CUST0069,Customer 331,Bhubaneswar,Odisha,East,P102,Butter,Dairy,HUL,6,121.1,20,581.28,376.98,204.3,UPI,Express,53,3
ORD00495,2024-06-29,CUST0498,Customer 417,Ahmedabad,Gujarat,West,P485,Detergent,Household,Blinkit Fresh,2,278.55,15,473.54,355.95,117.59,Card,Express,59,5
ORD00496,2024-12-14,CUST0472,Customer 364,New Delhi,Delhi,North,P466,Biscuits,Snacks,Britannia,8,24.49,0,195.92,152.33,43.59,UPI,Standard,55,3
ORD00497,2024-04-10,CUST0421,Customer 327,Hyderabad,Telangana,South,P505,Tomato,Fruits & Vegetables,Nestle,8,454.16,20,2906.62,1780.96,1125.66,Card,Standard,20,5
ORD00498,2024-09-24,CUST0374,Customer 401,Bengaluru,Karnataka,South,P380,Soap,Household,Britannia,2,81.17,20,129.87,104.76,25.11,Cash,Express,54,5
ORD00499,2024-12-14,CUST0266,Customer 239,Bhubaneswar,Odisha,East,P607,Tea,Beverages,Blinkit Fresh,6,227.62,15,1160.86,733.91,426.95,Cash,Express,56,3
ORD00500,2024-10-19,CUST0414,Customer 13,Ludhiana,Punjab,North,P855,Toothpaste,Household,Britannia,6,22.48,5,128.14,83.34,44.8,Cash,Standard,14,3
ORD00501,2024-10-30,CUST0409,Customer 321,Bengaluru,Karnataka,South,P442,Chips,Snacks,Parle,2,33.38,15,56.75,44.97,11.78,UPI,Express,40,3
ORD00502,2024-02-18,CUST0321,Customer 229,Kolkata,West Bengal,East,P692,Soap,Household,Nestle,2,392.36,20,627.78,427.87,199.91,UPI,Express,12,4
ORD00503,2024-12-12,CUST0029,Customer 287,Kolkata,West Bengal,East,P153,Potato,Fruits & Vegetables,Parle,1,164.71,15,140.0,79.76,60.24,Card,Standard,16,5
ORD00504,2024-06-22,CUST0334,Customer 481,Mumbai,Maharashtra,West,P791,Soft Drink,Beverages,Amul,8,401.68,20,2570.75,1891.48,679.27,Card,Standard,47,3
ORD00505,2024-05-11,CUST0182,Customer 216,New Delhi,Delhi,North,P592,Detergent,Household,HUL,4,454.1,5,1725.58,1279.02,446.56,UPI,Express,18,3
ORD00506,2024-03-16,CUST0241,Customer 159,New Delhi,Delhi,North,P717,Toothpaste,Household,Blinkit Fresh,6,169.37,20,812.98,636.28,176.7,Card,Standard,10,5
ORD00507,2024-11-23,CUST0466,Customer 104,Bengaluru,Karnataka,South,P904,Cleaner,Household,Nestle,1,222.59,5,211.46,178.25,33.21,Card,Express,52,4
ORD00508,2024-01-22,CUST0254,Customer 113,Ahmedabad,Gujarat,West,P103,Shampoo,Household,Britannia,7,177.74,0,1244.18,853.87,390.31,Cash,Express,39,5
ORD00509,2024-02-07,CUST0184,Customer 16,Bengaluru,Karnataka,South,P668,Cookies,Snacks,Nestle,4,212.15,0,848.6,559.1,289.5,UPI,Standard,38,3
ORD00510,2024-06-22,CUST0434,Customer 284,Kolkata,West Bengal,East,P351,Curd,Dairy,ITC,5,103.59,10,466.16,356.92,109.24,UPI,Express,21,4
ORD00511,2024-07-08,CUST0415,Customer 191,New Delhi,Delhi,North,P776,Tea,Beverages,ITC,6,469.33,10,2534.38,1740.77,793.61,Cash,Standard,55,3
ORD00512,2024-11-21,CUST0126,Customer 472,New Delhi,Delhi,North,P147,Curd,Dairy,Britannia,7,353.29,10,2225.73,1624.48,601.25,Cash,Standard,60,3
ORD00513,2024-12-05,CUST0315,Customer 34,Kolkata,West Bengal,East,P271,Biscuits,Snacks,Tata,8,120.43,0,963.44,756.69,206.75,Cash,Standard,41,5
ORD00514,2024-10-24,CUST0206,Customer 327,Mumbai,Maharashtra,West,P909,Popcorn,Snacks,Amul,8,363.51,15,2471.87,1710.85,761.02,UPI,Express,22,4
ORD00515,2024-02-13,CUST0069,Customer 385,Hyderabad,Telangana,South,P186,Cookies,Snacks,Parle,7,294.26,10,1853.84,1161.17,692.67,Card,Standard,24,5
ORD00516,2024-06-11,CUST0140,Customer 196,Ludhiana,Punjab,North,P125,Soft Drink,Beverages,ITC,8,227.6,10,1638.72,1296.8,341.92,Card,Express,26,5
ORD00517,2024-02-06,CUST0185,Customer 20,Ludhiana,Punjab,North,P659,Popcorn,Snacks,Britannia,2,397.22,5,754.72,437.38,317.34,Card,Express,53,4
ORD00518,2024-01-05,CUST0395,Customer 154,Bhubaneswar,Odisha,East,P388,Cheese,Dairy,Blinkit Fresh,3,499.23,20,1198.15,986.93,211.22,Card,Standard,47,5
ORD00519,2024-09-21,CUST0301,Customer 403,Ludhiana,Punjab,North,P665,Coffee,Beverages,HUL,4,367.2,5,1395.36,966.05,429.31,Cash,Standard,31,3
ORD00520,2024-03-12,CUST0296,Customer 448,Kolkata,West Bengal,East,P231,Coffee,Beverages,Parle,8,235.99,20,1510.34,844.33,666.01,Cash,Express,41,5
ORD00521,2024-10-27,CUST0012,Customer 291,Bhubaneswar,Odisha,East,P904,Soft Drink,Beverages,Amul,7,386.16,20,2162.5,1383.76,778.74,UPI,Express,31,5
ORD00522,2024-08-19,CUST0328,Customer 459,Ahmedabad,Gujarat,West,P411,Tea,Beverages,Nestle,7,110.4,0,772.8,501.28,271.52,UPI,Express,53,5
ORD00523,2024-04-29,CUST0150,Customer 338,Bengaluru,Karnataka,South,P636,Apple,Fruits & Vegetables,Nestle,4,53.36,15,181.42,115.23,66.19,Card,Express,33,5
ORD00524,2024-09-01,CUST0381,Customer 36,New Delhi,Delhi,North,P498,Soft Drink,Beverages,Britannia,3,495.01,5,1410.78,1002.97,407.81,UPI,Express,29,4
ORD00525,2024-08-16,CUST0033,Customer 423,Mumbai,Maharashtra,West,P508,Soap,Household,Britannia,8,152.21,0,1217.68,1031.77,185.91,Cash,Standard,46,4
ORD00526,2024-03-30,CUST0213,Customer 128,Ahmedabad,Gujarat,West,P283,Tomato,Fruits & Vegetables,Tata,8,186.46,10,1342.51,895.89,446.62,Card,Standard,52,3
ORD00527,2024-02-04,CUST0358,Customer 372,Ludhiana,Punjab,North,P839,Curd,Dairy,Britannia,5,443.63,20,1774.52,1131.38,643.14,Card,Standard,58,5
ORD00528,2024-09-16,CUST0023,Customer 237,Ludhiana,Punjab,North,P127,Onion,Fruits & Vegetables,Nestle,6,216.85,5,1236.04,773.55,462.49,Cash,Standard,34,4
ORD00529,2024-08-25,CUST0249,Customer 237,Mumbai,Maharashtra,West,P169,Banana,Fruits & Vegetables,Nestle,5,75.05,5,356.49,231.05,125.44,Cash,Express,55,4
ORD00530,2024-09-30,CUST0380,Customer 201,Hyderabad,Telangana,South,P272,Curd,Dairy,Nestle,1,311.35,5,295.78,188.78,107.0,Cash,Express,53,4
ORD00531,2024-12-22,CUST0025,Customer 429,Hyderabad,Telangana,South,P750,Curd,Dairy,Nestle,1,448.49,20,358.79,220.6,138.19,Card,Standard,38,3
ORD00532,2024-08-03,CUST0015,Customer 8,New Delhi,Delhi,North,P445,Curd,Dairy,Britannia,6,456.2,5,2600.34,1501.48,1098.86,Cash,Express,24,3
ORD00533,2024-04-07,CUST0320,Customer 107,Bengaluru,Karnataka,South,P654,Energy Drink,Beverages,Tata,2,411.5,10,740.7,532.28,208.42,Card,Express,24,3
ORD00534,2024-08-22,CUST0113,Customer 34,Ludhiana,Punjab,North,P773,Milk,Dairy,Parle,7,333.92,0,2337.44,1558.5,778.94,Cash,Standard,12,3
ORD00535,2024-02-18,CUST0308,Customer 167,Hyderabad,Telangana,South,P746,Toothpaste,Household,Tata,2,362.01,20,579.22,348.36,230.86,Cash,Express,31,3
ORD00536,2024-12-26,CUST0007,Customer 120,Bhubaneswar,Odisha,East,P121,Chips,Snacks,Nestle,8,203.54,5,1546.9,1084.42,462.48,Card,Express,57,4
ORD00537,2024-11-24,CUST0020,Customer 122,Bengaluru,Karnataka,South,P842,Butter,Dairy,HUL,8,162.38,5,1234.09,817.86,416.23,Cash,Standard,18,4
ORD00538,2024-04-15,CUST0277,Customer 28,Kolkata,West Bengal,East,P780,Chips,Snacks,Britannia,4,426.53,10,1535.51,1002.41,533.1,Cash,Express,48,4
ORD00539,2024-03-13,CUST0481,Customer 105,Kolkata,West Bengal,East,P228,Banana,Fruits & Vegetables,Nestle,8,53.59,5,407.28,230.37,176.91,UPI,Express,25,5
ORD00540,2024-06-04,CUST0147,Customer 296,Ludhiana,Punjab,North,P559,Biscuits,Snacks,Britannia,4,137.56,5,522.73,382.51,140.22,Card,Standard,15,4
ORD00541,2024-09-03,CUST0011,Customer 391,Ahmedabad,Gujarat,West,P490,Soft Drink,Beverages,Tata,7,262.54,15,1562.11,1215.47,346.64,UPI,Standard,48,5
ORD00542,2024-09-03,CUST0037,Customer 171,Bengaluru,Karnataka,South,P239,Soft Drink,Beverages,HUL,5,237.73,15,1010.35,726.08,284.27,UPI,Express,22,3
ORD00543,2024-06-06,CUST0329,Customer 302,Ludhiana,Punjab,North,P172,Soft Drink,Beverages,Tata,7,485.84,10,3060.79,2036.07,1024.72,UPI,Express,34,5
ORD00544,2024-11-29,CUST0198,Customer 475,Bengaluru,Karnataka,South,P534,Namkeen,Snacks,Britannia,8,324.79,10,2338.49,1774.77,563.72,UPI,Standard,12,4
ORD00545,2024-12-05,CUST0431,Customer 83,New Delhi,Delhi,North,P112,Toothpaste,Household,Nestle,3,142.06,20,340.94,246.67,94.27,UPI,Standard,35,5
ORD00546,2024-12-03,CUST0454,Customer 196,New Delhi,Delhi,North,P700,Paneer,Dairy,Parle,5,352.08,20,1408.32,1183.42,224.9,Cash,Standard,58,5
ORD00547,2024-01-04,CUST0087,Customer 418,New Delhi,Delhi,North,P603,Butter,Dairy,Amul,4,466.41,15,1585.79,1204.73,381.06,UPI,Express,59,5
ORD00548,2024-04-03,CUST0258,Customer 486,Ahmedabad,Gujarat,West,P212,Coffee,Beverages,HUL,3,199.83,5,569.52,347.07,222.45,Cash,Express,21,3
ORD00549,2024-11-21,CUST0086,Customer 41,New Delhi,Delhi,North,P400,Cookies,Snacks,Nestle,8,320.88,20,2053.63,1196.77,856.86,Card,Express,27,3
ORD00550,2024-01-04,CUST0341,Customer 299,Kolkata,West Bengal,East,P908,Soft Drink,Beverages,Amul,2,24.56,10,44.21,34.29,9.92,UPI,Express,43,3
ORD00551,2024-05-02,CUST0482,Customer 185,Ahmedabad,Gujarat,West,P781,Juice,Beverages,Tata,7,181.54,10,1143.7,971.95,171.75,Card,Express,32,4
ORD00552,2024-12-24,CUST0385,Customer 418,New Delhi,Delhi,North,P354,Coffee,Beverages,Blinkit Fresh,1,308.92,20,247.14,156.65,90.49,Card,Standard,42,4
ORD00553,2024-04-29,CUST0311,Customer 249,Bengaluru,Karnataka,South,P509,Tomato,Fruits & Vegetables,Nestle,1,485.41,10,436.87,329.13,107.74,Card,Standard,40,5
ORD00554,2024-09-15,CUST0017,Customer 66,Ludhiana,Punjab,North,P609,Soap,Household,Nestle,3,437.53,20,1050.07,824.79,225.28,Card,Standard,20,4
ORD00555,2024-01-15,CUST0083,Customer 476,Ludhiana,Punjab,North,P434,Curd,Dairy,Tata,3,381.56,0,1144.68,665.79,478.89,Card,Express,56,4
ORD00556,2024-10-21,CUST0393,Customer 474,Mumbai,Maharashtra,West,P715,Toothpaste,Household,Nestle,2,401.86,10,723.35,587.06,136.29,Cash,Standard,34,5
ORD00557,2024-10-30,CUST0480,Customer 97,Ahmedabad,Gujarat,West,P862,Butter,Dairy,Nestle,2,159.67,0,319.34,184.18,135.16,Cash,Standard,18,4
ORD00558,2024-07-05,CUST0409,Customer 348,Mumbai,Maharashtra,West,P915,Onion,Fruits & Vegetables,ITC,4,426.62,15,1450.51,936.87,513.64,Cash,Express,16,4
ORD00559,2024-05-25,CUST0075,Customer 383,Ludhiana,Punjab,North,P781,Butter,Dairy,Amul,4,259.92,15,883.73,525.14,358.59,Cash,Standard,29,5
ORD00560,2024-06-19,CUST0079,Customer 424,Ludhiana,Punjab,North,P833,Paneer,Dairy,Britannia,5,357.99,15,1521.46,863.65,657.81,Cash,Express,54,5
ORD00561,2024-08-04,CUST0348,Customer 243,New Delhi,Delhi,North,P456,Juice,Beverages,Tata,3,495.71,20,1189.7,794.35,395.35,Card,Express,43,5
ORD00562,2024-01-28,CUST0436,Customer 479,Bhubaneswar,Odisha,East,P826,Toothpaste,Household,Parle,2,82.83,20,132.53,107.32,25.21,Card,Express,46,3
ORD00563,2024-01-05,CUST0186,Customer 372,Ahmedabad,Gujarat,West,P976,Curd,Dairy,Nestle,4,406.09,5,1543.14,1189.14,354.0,Cash,Express,34,4
ORD00564,2024-11-28,CUST0174,Customer 304,Bengaluru,Karnataka,South,P544,Cookies,Snacks,ITC,3,473.63,0,1420.89,1199.35,221.54,Cash,Standard,25,3
ORD00565,2024-12-09,CUST0338,Customer 46,New Delhi,Delhi,North,P896,Juice,Beverages,HUL,3,333.34,15,850.02,665.36,184.66,Cash,Standard,27,5
ORD00566,2024-10-27,CUST0294,Customer 294,Ahmedabad,Gujarat,West,P591,Banana,Fruits & Vegetables,Parle,2,78.58,20,125.73,77.64,48.09,Cash,Express,60,5
ORD00567,2024-10-02,CUST0095,Customer 208,Hyderabad,Telangana,South,P932,Juice,Beverages,Amul,3,67.73,0,203.19,155.26,47.93,Card,Standard,14,5
ORD00568,2024-03-03,CUST0021,Customer 66,New Delhi,Delhi,North,P688,Cheese,Dairy,Britannia,3,22.56,15,57.53,45.46,12.07,Cash,Express,15,5
ORD00569,2024-12-02,CUST0001,Customer 128,Kolkata,West Bengal,East,P407,Onion,Fruits & Vegetables,Amul,5,194.51,20,778.04,467.98,310.06,Cash,Standard,52,5
ORD00570,2024-02-20,CUST0340,Customer 420,Mumbai,Maharashtra,West,P145,Popcorn,Snacks,Britannia,6,310.96,20,1492.61,914.9,577.71,UPI,Express,19,4
ORD00571,2024-10-08,CUST0131,Customer 134,Bengaluru,Karnataka,South,P490,Shampoo,Household,ITC,5,81.68,20,326.72,221.06,105.66,Card,Standard,15,4
ORD00572,2024-09-18,CUST0310,Customer 84,Mumbai,Maharashtra,West,P529,Tomato,Fruits & Vegetables,ITC,4,362.93,20,1161.38,867.78,293.6,Card,Standard,34,3
ORD00573,2024-11-23,CUST0046,Customer 186,Bengaluru,Karnataka,South,P441,Onion,Fruits & Vegetables,Parle,2,348.31,15,592.13,337.39,254.74,UPI,Express,27,3
ORD00574,2024-09-07,CUST0049,Customer 271,Ludhiana,Punjab,North,P457,Tea,Beverages,Parle,2,104.35,10,187.83,136.49,51.34,Cash,Standard,48,3
ORD00575,2024-07-25,CUST0245,Customer 304,New Delhi,Delhi,North,P230,Coffee,Beverages,Parle,6,406.92,20,1953.22,1397.53,555.69,UPI,Express,52,3
ORD00576,2024-04-03,CUST0225,Customer 182,Hyderabad,Telangana,South,P917,Tomato,Fruits & Vegetables,HUL,4,345.54,15,1174.84,895.27,279.57,Cash,Standard,27,4
